date,ticker,name,isin,is_fund,type,quantity,amount_nok,fees_nok,native_price,native_currency,account,realized_gain_nok
2025-10-23,PROT.OL,Protector Forsikring,NO0010209331,False,BUY,2.0,941.41,1.41,470.0,NOK,ASK,
2025-10-28,MC.PA,Lvmh Moet Hennessy Louis Vuitton SE,FR0000121014,False,SELL,3.0,21386.67,49.0,616.0,EUR,Aksje og fondskonto,-5469.19
2025-10-30,AMZN,Amazon.com,US0231351067,False,BUY,2.0,4565.28,49.0,224.0,USD,Aksje og fondskonto,
2025-10-30,EPR.OL,Europris,NO0010735343,False,BUY,4.0,381.8,1.0,95.2,NOK,ASK,
2025-11-03,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,6.2042,999.99,0.0,161.1801,NOK,IPS,
2025-11-03,V,Visa,US92826C8394,False,BUY,5.0,17117.36,49.0,336.4,USD,Aksje og fondskonto,
2025-11-03,V,Visa,US92826C8394,False,SELL,2.0,6747.68,49.0,336.65,USD,Aksje og fondskonto,1149.36
2025-11-04,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,25.0658,3999.99,0.0,159.5795,NOK,IPS,
2025-11-05,EQNR.OL,Equinor,NO0010096985,False,SELL,6.0,1479.78,2.22,247.0,NOK,ASK,-68.35
2025-11-10,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,2.9328,5230.39,0.0,1783.4122,NOK,ASK,269.33
2025-11-11,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,30.7123,4899.98,0.0,159.5447,NOK,IPS,
2025-11-13,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,32.0367,5000.0,0.0,156.0709,NOK,IPS,
2025-11-21,VAR.OL,Vår Energi,NO0011202772,False,BUY,20.0,641.0,1.0,32.0,NOK,ASK,
2025-12-02,VAR.OL,Vår Energi,NO0011202772,False,BUY,20.0,631.0,1.0,31.5,NOK,ASK,
2025-12-11,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,0.6174,99.99,0.0,161.9454,NOK,IPS,
2025-12-11,AKER.OL,Aker,NO0010234552,False,BUY,2.0,1498.24,2.24,748.0,NOK,ASK,
2025-12-12,NO0013479428,Landkreditt Høyrente N,NO0013479428,True,BUY,38.6722,9389.22,0.0,,NOK,Fondskonto,
2025-12-12,NO0010279029,Landkreditt Høyrente A,NO0010279029,True,SELL,38.6815,9389.22,0.0,,NOK,Fondskonto,0.0
2025-12-22,AKRBP.OL,Aker BP,NO0010345853,False,SELL,7.0,1761.35,2.65,252.0,NOK,ASK,148.93
2025-12-23,NO0012948878,Heimdal Høyrente N,NO0012948878,True,BUY,32.8085,3870.78,0.0,117.9811,NOK,Fondskonto,
2025-12-23,NORBT.OL,NORBIT,NO0010856511,False,BUY,10.0,1832.75,2.75,183.0,NOK,ASK,
2025-12-30,NO0010876469,Storebrand Nordic High Yield N,NO0010876469,True,BUY,1.3256,1350.4,0.0,1018.7149,NOK,Fondskonto,
2025-12-30,NO0013479428,Landkreditt Høyrente N,NO0013479428,True,BUY,1.8799,195.13,0.0,103.7981,NOK,Fondskonto,
2025-12-30,NO0013168773,Fondsfinans High Yield B,NO0013168773,True,BUY,0.1406,1496.73,0.0,10643.0112,NOK,Fondskonto,
2026-01-14,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,SELL,0.0244,3.97,0.0,162.6546,NOK,IPS,0.04
2026-01-20,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,SELL,0.0002,0.03,0.0,157.9153,NOK,IPS,-0.0
2026-02-05,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,5.4274,9488.13,0.0,1748.1891,NOK,ASK,0.0
2026-02-05,SATS.OL,SATS,NO0010863285,False,BUY,17.0,665.7,1.0,39.1,NOK,ASK,
2026-02-06,AMZN,Amazon.com,US0231351067,False,BUY,2.0,4062.52,49.0,206.8,USD,Aksje og fondskonto,
2026-02-06,CP,Canadian Pacific Kansas City,CA13646K1084,False,SELL,8.0,6086.94,49.0,79.59,USD,Aksje og fondskonto,0.0
2026-02-09,NO0013023242,Fondsfinans Norden Utbytte B,NO0013023242,True,BUY,0.1063,3837.69,0.0,36102.4573,NOK,ASK,
2026-02-10,NO0012948852,Heimdal Utbytte N,NO0012948852,True,BUY,15.1169,3000.0,0.0,198.4531,NOK,ASK,
2026-02-11,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,4.1776,7289.35,0.0,1744.8643,NOK,ASK,222.61
2026-02-11,MSFT,Microsoft,US5949181045,False,BUY,1.0,3902.31,49.0,404.0,USD,Aksje og fondskonto,
2026-02-17,MA,Mastercard,US57636Q1040,False,BUY,1.0,5046.46,49.0,521.43,USD,Aksje og fondskonto,
2026-02-18,NO0012948852,Heimdal Utbytte N,NO0012948852,True,BUY,4.964,1000.0,0.0,201.4495,NOK,ASK,
2026-02-18,NO0013023242,Fondsfinans Norden Utbytte B,NO0013023242,True,BUY,0.0075,267.13,0.0,35617.1949,NOK,ASK,
2026-03-06,PROT.OL,Protector Forsikring,NO0010209331,False,BUY,4.0,2059.08,3.08,514.0,NOK,ASK,
2026-03-19,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,3.0078,4971.86,0.0,1652.9901,NOK,ASK,-116.07
2026-03-24,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,34.9238,5000.0,0.0,143.1688,NOK,IPS,
2026-04-01,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,48.6273,81993.87,0.0,1686.1695,NOK,ASK,0.0
2026-04-15,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,SELL,0.0469,7.19,0.0,153.3027,NOK,IPS,-0.37
2026-04-27,NO0012445404,KLP AksjeGlobal Indeks N,NO0012445404,True,SELL,48.6274,84563.11,0.0,1739.0013,NOK,ASK,6145.6
2026-05-13,PROT.OL,Protector Forsikring,NO0010209331,False,BUY,5.0,2283.42,3.42,456.0,NOK,ASK,
2026-05-13,NOVO-B.CO,Novo Nordisk B,DK0062498333,False,SELL,5.0,2184.51,3.28,304.5,DKK,ASK,-3479.3
2026-06-03,DNB.OL,DNB Bank,NO0010161896,False,BUY,18.0,5144.91,7.71,285.4,NOK,ASK,
2026-06-03,NORBT.OL,NORBIT,NO0010856511,False,BUY,7.0,1242.26,1.86,177.2,NOK,ASK,
2026-06-03,PROT.OL,Protector Forsikring,NO0010209331,False,BUY,1.0,441.4,1.0,440.4,NOK,ASK,
2026-07-03,NO0012948852,Heimdal Utbytte N,NO0012948852,True,BUY,4.8293,999.99,0.0,207.0666,NOK,ASK,
2026-07-03,NO0013023242,Fondsfinans Norden Utbytte B,NO0013023242,True,BUY,0.0137,496.57,0.0,36246.0357,NOK,ASK,
2026-07-03,KOG.OL,Kongsberg Gruppen,NO0013536151,False,BUY,10.0,3284.92,4.92,328.0,NOK,ASK,
2026-07-06,NO0012445388,KLP AksjeEuropa Indeks N,NO0012445388,True,BUY,0.2736,499.91,0.0,1827.1655,NOK,ASK,
2026-07-06,IE00BNNLSM87,Nordnet Teknologi Indeks NOK,IE00BNNLSM87,True,BUY,12.9289,3999.98,0.0,309.383,NOK,ASK,
2026-07-06,NORBT.OL,NORBIT,NO0010856511,False,BUY,35.0,6204.29,9.29,177.0,NOK,ASK,
2026-07-09,NO0012948852,Heimdal Utbytte N,NO0012948852,True,BUY,0.4841,99.98,0.0,206.5312,NOK,ASK,
2026-07-09,NO0012445388,KLP AksjeEuropa Indeks N,NO0012445388,True,BUY,0.224,399.88,0.0,1785.173,NOK,ASK,
2026-07-09,NO0013023242,Fondsfinans Norden Utbytte B,NO0013023242,True,BUY,0.0141,497.04,0.0,35251.2356,NOK,ASK,
2026-07-09,IE00BNNLSM87,Nordnet Teknologi Indeks NOK,IE00BNNLSM87,True,BUY,0.3244,99.98,0.0,308.199,NOK,ASK,
2026-07-10,NORBT.OL,NORBIT,NO0010856511,False,BUY,14.0,2383.57,3.57,170.0,NOK,ASK,
2026-07-10,VAR.OL,Vår Energi,NO0011202772,False,SELL,23.0,969.14,1.46,42.2,NOK,ASK,163.16
2026-07-10,KOG.OL,Kongsberg Gruppen,NO0013536151,False,BUY,15.0,4559.33,6.83,303.5,NOK,ASK,
2026-07-14,MA,Mastercard,US57636Q1040,False,BUY,2.0,10535.44,49.0,541.0,USD,Aksje og fondskonto,
2026-07-15,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,SELL,0.0552,9.48,0.0,171.7888,NOK,IPS,0.58
2026-07-20,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,SELL,0.0006,0.1,0.0,167.4614,NOK,IPS,0.0
2026-07-21,NO0012948852,Heimdal Utbytte N,NO0012948852,True,BUY,2.0738,429.98,0.0,207.3398,NOK,ASK,
2026-07-21,IE000480NS87,Nordnet Global Indeks 125 NOK,IE000480NS87,True,BUY,2.9036,489.98,0.0,168.7504,NOK,IPS,
2026-07-24,KOG.OL,Kongsberg Gruppen,NO0013536151,False,BUY,5.0,1447.17,2.17,289.0,NOK,ASK,
2026-07-24,VAR.OL,Vår Energi,NO0011202772,False,SELL,21.0,1012.78,1.52,48.3,NOK,ASK,276.89
2026-08-19,PROT.OL,Protector Forsikring,NO0010209331,False,BUY,10.0,4807.2,7.2,480.0,NOK,ASK,
2026-08-31,VAR.OL,Vår Energi,NO0011202772,False,SELL,40.0,1982.62,2.98,49.64,NOK,ASK,584.89
